dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,18.558877,9.727207,18.540526,3.765169,0.370932,-0.317814,1.517142
0.020000,18.562801,9.802555,18.615976,3.772464,0.364779,-0.307664,1.520369
0.020000,18.566493,9.878057,18.691569,3.779641,0.358826,-0.297638,1.523495
0.020000,18.569959,9.953712,18.767303,3.786702,0.353071,-0.287750,1.526520
0.020000,18.573205,10.029516,18.843176,3.793652,0.347511,-0.278005,1.529447
0.020000,18.576239,10.105465,18.919186,3.800495,0.342143,-0.268428,1.532277
0.020000,18.579067,10.181557,18.995330,3.807235,0.336964,-0.258952,1.535011
0.020000,18.581695,10.257789,19.071608,3.813874,0.331970,-0.249696,1.537651
0.020000,18.584129,10.334159,19.148016,3.820417,0.327159,-0.240516,1.540198
0.020000,18.586376,10.410663,19.224553,3.826868,0.322528,-0.231554,1.542654
0.020000,18.588442,10.487300,19.301218,3.833229,0.318075,-0.222677,1.545020
0.020000,18.590333,10.564067,19.378008,3.839505,0.313794,-0.214017,1.547296
0.020000,18.592056,10.640961,19.454922,3.845699,0.309685,-0.205447,1.549485
0.020000,18.593616,10.717982,19.531958,3.851814,0.305745,-0.197031,1.551587
0.020000,18.595019,10.795126,19.609115,3.857853,0.301969,-0.188786,1.553603
0.020000,18.596273,10.872392,19.686392,3.863820,0.298356,-0.180652,1.555535
0.020000,18.597382,10.949779,19.763786,3.869718,0.294903,-0.172634,1.557383
0.020000,18.598353,11.027284,19.841297,3.875550,0.291608,-0.164789,1.559148
0.020000,18.599191,11.104906,19.918924,3.881320,0.288467,-0.157042,1.560831
0.020000,18.599903,11.182643,19.996664,3.887029,0.285478,-0.149413,1.562434
0.020000,18.600494,11.260494,20.074518,3.892682,0.282640,-0.141924,1.563956
0.020000,18.600971,11.338458,20.152483,3.898281,0.279950,-0.134513,1.565399
0.020000,18.601338,11.416534,20.230560,3.903829,0.277405,-0.127240,1.566763
0.020000,18.601603,11.494720,20.308747,3.909329,0.275004,-0.120053,1.568049
0.020000,18.601770,11.573016,20.387042,3.914784,0.272745,-0.112960,1.569258
0.020000,18.601846,11.651420,20.465446,3.920197,0.270625,-0.105979,1.570390
0.020000,18.601836,11.729931,20.543958,3.925570,0.268644,-0.099058,1.571445
0.020000,18.601746,11.808549,20.622576,3.930906,0.266799,-0.092242,1.572425
0.020000,18.601581,11.887273,20.701300,3.936207,0.265089,-0.085488,1.573330
0.020000,18.601348,11.966102,20.780129,3.941478,0.263513,-0.078812,1.574160
0.020000,18.601053,12.045036,20.859064,3.946719,0.262069,-0.072208,1.574916
0.020000,18.600700,12.124074,20.938102,3.951934,0.260756,-0.065644,1.575598
0.020000,18.600295,12.203216,21.017245,3.957126,0.259573,-0.059157,1.576206
0.020000,18.599845,12.282460,21.096491,3.962296,0.258519,-0.052711,1.576741
0.020000,18.599354,12.361808,21.175840,3.967448,0.257592,-0.046311,1.577203
0.020000,18.598829,12.441258,21.255292,3.972584,0.256793,-0.039951,1.577592
0.020000,18.598276,12.520810,21.334846,3.977706,0.256121,-0.033622,1.577908
0.020000,18.597699,12.600464,21.414502,3.982818,0.255574,-0.027327,1.578151
0.020000,18.597105,12.680220,21.494260,3.987921,0.255153,-0.021053,1.578323
0.020000,18.596499,12.760078,21.574121,3.993018,0.254858,-0.014794,1.578422
0.020000,18.595888,12.840038,21.654083,3.998112,0.254686,-0.008553,1.578449
0.020000,18.595277,12.920100,21.734147,4.003204,0.254640,-0.002316,1.578403
0.020000,18.594671,13.000264,21.814313,4.008299,0.254718,0.003918,1.578285
0.020000,18.594077,13.080529,21.894581,4.013397,0.254922,0.010157,1.578095
0.020000,18.593501,13.160897,21.974951,4.018502,0.255250,0.016401,1.577833
0.020000,18.592947,13.241368,22.055423,4.023616,0.255703,0.022661,1.577498
0.020000,18.592423,13.321941,22.135998,4.028742,0.256282,0.028946,1.577090
0.020000,18.591934,13.402617,22.216676,4.033882,0.256987,0.035241,1.576610
